,timestamp,item,quantity
50,2021-03-01 16:00:00,tea,4
51,2021-03-01 16:00:00,bananas,2
52,2021-03-01 17:00:00,chicken,9
53,2021-03-01 17:00:00,pork,27
54,2021-03-01 17:00:00,ketchup,23
55,2021-03-01 17:00:00,soda,3
56,2021-03-01 17:00:00,chicken,28
57,2021-03-01 17:00:00,hand soap,14
58,2021-03-01 17:00:00,hand soap,22
59,2021-03-01 17:00:00,loaves,2
60,2021-03-01 17:00:00,dish soap,27
61,2021-03-01 17:00:00,beef,24
62,2021-03-01 17:00:00,buns,18
63,2021-03-01 17:00:00,tea,3
64,2021-03-01 17:00:00,cookies,1
65,2021-03-01 17:00:00,chicken,1
66,2021-03-01 17:00:00,shaving cream,16
67,2021-03-01 17:00:00,oranges,19
68,2021-03-01 17:00:00,shampoo,4
69,2021-03-01 17:00:00,dish soap,4
70,2021-03-01 17:00:00,beef,26
71,2021-03-01 17:00:00,buns,30
72,2021-03-01 18:00:00,chicken,24
73,2021-03-01 18:00:00,dish soap,30
74,2021-03-01 18:00:00,tilapia,9
75,2021-03-01 18:00:00,tea,3
76,2021-03-01 18:00:00,beef,23
77,2021-03-01 18:00:00,tea,6
78,2021-03-01 18:00:00,toilet paper,1
79,2021-03-01 18:00:00,cupcakes,6
80,2021-03-01 18:00:00,loaves,10
81,2021-03-01 18:00:00,laundry detergent,13
82,2021-03-01 18:00:00,beans,4
83,2021-03-01 18:00:00,shampoo,20
84,2021-03-01 18:00:00,tilapia,3
85,2021-03-01 18:00:00,bananas,17
86,2021-03-01 18:00:00,chicken,5
87,2021-03-01 19:00:00,cupcakes,10
88,2021-03-01 19:00:00,dish soap,21
89,2021-03-01 19:00:00,chicken,1
90,2021-03-01 19:00:00,ketchup,12
91,2021-03-01 19:00:00,beans,8
92,2021-03-01 19:00:00,paper towels,8
93,2021-03-01 20:00:00,soda,11
94,2021-03-01 20:00:00,bananas,4
95,2021-03-01 20:00:00,loaves,8
96,2021-03-01 20:00:00,ketchup,29
97,2021-03-01 21:00:00,chicken,24
98,2021-03-01 21:00:00,laundry detergent,5
99,2021-03-01 21:00:00,ketchup,11
100,2021-03-01 21:00:00,apples,20
101,2021-03-01 22:00:00,all purpose,5
102,2021-03-01 22:00:00,hand soap,9
103,2021-03-01 23:00:00,tea,2
104,2021-03-01 23:00:00,shampoo,16
105,2021-03-02 07:00:00,beef,21
106,2021-03-02 08:00:00,cupcakes,7
107,2021-03-02 09:00:00,dish soap,30
108,2021-03-02 09:00:00,laundry detergent,14
109,2021-03-02 09:00:00,hand soap,25
110,2021-03-02 09:00:00,tea,5
111,2021-03-02 10:00:00,tilapia,3
112,2021-03-02 10:00:00,tea,4
113,2021-03-02 10:00:00,pork,7
114,2021-03-02 10:00:00,beans,1
115,2021-03-02 10:00:00,beans,11
116,2021-03-02 10:00:00,hand soap,22
117,2021-03-02 10:00:00,cookies,3
118,2021-03-02 10:00:00,paper towels,12
119,2021-03-02 11:00:00,tilapia,10
120,2021-03-02 11:00:00,loaves,3
121,2021-03-02 11:00:00,shampoo,14
122,2021-03-02 11:00:00,cookies,2
123,2021-03-02 11:00:00,apples,25
124,2021-03-02 11:00:00,chicken,28
125,2021-03-02 11:00:00,apples,17
126,2021-03-02 12:00:00,ketchup,9
127,2021-03-02 12:00:00,pork,27
128,2021-03-02 12:00:00,shaving cream,12
129,2021-03-02 12:00:00,chicken,8
130,2021-03-02 12:00:00,beef,28
131,2021-03-02 12:00:00,toilet paper,4
132,2021-03-02 12:00:00,loaves,3
133,2021-03-02 12:00:00,shampoo,7
134,2021-03-02 12:00:00,beans,6
135,2021-03-02 12:00:00,pork,25
136,2021-03-02 12:00:00,loaves,3
137,2021-03-02 12:00:00,paper towels,11
138,2021-03-02 13:00:00,beans,7
139,2021-03-02 13:00:00,ketchup,29
140,2021-03-02 13:00:00,toilet paper,29
141,2021-03-02 13:00:00,oranges,25
142,2021-03-02 13:00:00,shampoo,5
143,2021-03-02 13:00:00,cookies,2
144,2021-03-02 13:00:00,loaves,2
145,2021-03-02 14:00:00,pork,10
146,2021-03-02 14:00:00,buns,13
147,2021-03-02 14:00:00,cupcakes,9
148,2021-03-02 14:00:00,shaving cream,27
149,2021-03-02 14:00:00,tilapia,8
150,2021-03-02 15:00:00,toilet paper,25
151,2021-03-02 15:00:00,cookies,1
152,2021-03-02 15:00:00,pork,29
153,2021-03-02 15:00:00,shaving cream,20
154,2021-03-02 15:00:00,toilet paper,10
155,2021-03-02 15:00:00,tilapia,8
156,2021-03-02 15:00:00,bananas,28
157,2021-03-02 15:00:00,chicken,5
158,2021-03-02 15:00:00,cookies,3
159,2021-03-02 16:00:00,loaves,5
160,2021-03-02 16:00:00,toilet paper,5
161,2021-03-02 16:00:00,toilet paper,27
162,2021-03-02 16:00:00,paper towels,18
163,2021-03-02 16:00:00,beef,14
164,2021-03-02 16:00:00,hand soap,5
165,2021-03-02 16:00:00,oranges,17
166,2021-03-02 17:00:00,soda,14
167,2021-03-02 17:00:00,cookies,3
168,2021-03-02 17:00:00,beans,8
169,2021-03-02 17:00:00,coffee,26
170,2021-03-02 17:00:00,beans,6
171,2021-03-02 17:00:00,cupcakes,7
172,2021-03-02 17:00:00,coffee,27
173,2021-03-02 17:00:00,beans,5
174,2021-03-02 17:00:00,toilet paper,26
175,2021-03-02 17:00:00,shampoo,8
176,2021-03-02 17:00:00,shaving cream,12
177,2021-03-02 17:00:00,beef,30
178,2021-03-02 17:00:00,beef,4
179,2021-03-02 17:00:00,paper towels,2
180,2021-03-02 18:00:00,tea,2
181,2021-03-02 18:00:00,tea,2
182,2021-03-02 18:00:00,cupcakes,10
183,2021-03-02 18:00:00,shampoo,13
184,2021-03-02 18:00:00,beef,5
185,2021-03-02 18:00:00,beef,17
186,2021-03-02 18:00:00,buns,29
187,2021-03-02 18:00:00,dish soap,26
188,2021-03-02 18:00:00,bananas,3
189,2021-03-02 18:00:00,chicken,18
190,2021-03-02 19:00:00,tilapia,6
191,2021-03-02 19:00:00,toilet paper,20
192,2021-03-02 19:00:00,tea,5
193,2021-03-02 19:00:00,toilet paper,21
194,2021-03-02 19:00:00,loaves,10
195,2021-03-02 19:00:00,tilapia,10
196,2021-03-02 19:00:00,beans,6
197,2021-03-02 19:00:00,laundry detergent,9
198,2021-03-02 19:00:00,beef,10
199,2021-03-02 19:00:00,coffee,15
200,2021-03-02 20:00:00,paper towels,12
201,2021-03-02 20:00:00,buns,17
202,2021-03-02 20:00:00,soda,7
203,2021-03-02 20:00:00,cupcakes,5
204,2021-03-02 21:00:00,tea,4
205,2021-03-02 21:00:00,all purpose,12
206,2021-03-02 21:00:00,tilapia,10
207,2021-03-02 21:00:00,loaves,3
208,2021-03-02 22:00:00,shaving cream,24
209,2021-03-02 22:00:00,paper towels,14
210,2021-03-02 23:00:00,oranges,5
211,2021-03-02 23:00:00,cookies,3
212,2021-03-03 07:00:00,paper towels,9
213,2021-03-03 07:00:00,hand soap,4
214,2021-03-03 07:00:00,toilet paper,5
215,2021-03-03 07:00:00,all purpose,1
216,2021-03-03 07:00:00,hand soap,19
217,2021-03-03 08:00:00,cupcakes,7
218,2021-03-03 08:00:00,buns,3
219,2021-03-03 08:00:00,chicken,4
220,2021-03-03 08:00:00,beef,17
221,2021-03-03 09:00:00,shampoo,14
222,2021-03-03 09:00:00,apples,10
223,2021-03-03 10:00:00,apples,21
224,2021-03-03 10:00:00,cupcakes,7
225,2021-03-03 11:00:00,toilet paper,30
226,2021-03-03 11:00:00,dish soap,25
227,2021-03-03 11:00:00,laundry detergent,25
228,2021-03-03 11:00:00,beef,19
229,2021-03-03 11:00:00,toilet paper,11
230,2021-03-03 11:00:00,paper towels,11
231,2021-03-03 11:00:00,shaving cream,4
232,2021-03-03 11:00:00,beans,8
233,2021-03-03 11:00:00,ketchup,29
234,2021-03-03 11:00:00,buns,28
235,2021-03-03 12:00:00,beans,5
236,2021-03-03 12:00:00,beans,14
237,2021-03-03 12:00:00,all purpose,2
238,2021-03-03 12:00:00,ketchup,14
239,2021-03-03 12:00:00,buns,16
240,2021-03-03 12:00:00,coffee,7
241,2021-03-03 12:00:00,buns,12
242,2021-03-03 12:00:00,beef,9
243,2021-03-03 12:00:00,buns,29
244,2021-03-03 12:00:00,dish soap,2
245,2021-03-03 12:00:00,shaving cream,21
246,2021-03-03 12:00:00,laundry detergent,25
247,2021-03-03 13:00:00,toilet paper,3
248,2021-03-03 13:00:00,ketchup,28
249,2021-03-03 13:00:00,oranges,25
250,2021-03-03 13:00:00,soda,16
251,2021-03-03 13:00:00,beef,12
252,2021-03-03 13:00:00,ketchup,6
253,2021-03-03 13:00:00,tilapia,12
254,2021-03-03 13:00:00,laundry detergent,2
255,2021-03-03 13:00:00,soda,13
256,2021-03-03 13:00:00,loaves,6
257,2021-03-03 14:00:00,beef,12
258,2021-03-03 15:00:00,soda,12
259,2021-03-03 15:00:00,beef,27
260,2021-03-03 15:00:00,toilet paper,16
261,2021-03-03 15:00:00,tea,6
262,2021-03-03 15:00:00,oranges,27
263,2021-03-03 15:00:00,beans,5
264,2021-03-03 15:00:00,tilapia,4
265,2021-03-03 15:00:00,coffee,18
266,2021-03-03 16:00:00,tilapia,3
267,2021-03-03 16:00:00,buns,26
268,2021-03-03 16:00:00,all purpose,29
269,2021-03-03 17:00:00,cupcakes,13
270,2021-03-03 17:00:00,coffee,27
271,2021-03-03 17:00:00,buns,25
272,2021-03-03 17:00:00,toilet paper,13
273,2021-03-03 17:00:00,bananas,17
274,2021-03-03 17:00:00,shaving cream,1
275,2021-03-03 17:00:00,shaving cream,24
276,2021-03-03 17:00:00,coffee,26
277,2021-03-03 17:00:00,ketchup,18
278,2021-03-03 17:00:00,hand soap,3
279,2021-03-03 17:00:00,shampoo,4
280,2021-03-03 18:00:00,soda,26
281,2021-03-03 18:00:00,shampoo,20
282,2021-03-03 18:00:00,tea,6
283,2021-03-03 18:00:00,bananas,24
284,2021-03-03 18:00:00,cookies,2
285,2021-03-03 18:00:00,pork,10
286,2021-03-03 18:00:00,hand soap,5
287,2021-03-03 18:00:00,dish soap,24
288,2021-03-03 18:00:00,shaving cream,26
289,2021-03-03 18:00:00,ketchup,1
290,2021-03-03 18:00:00,coffee,15
291,2021-03-03 18:00:00,cookies,4
292,2021-03-03 19:00:00,oranges,12
293,2021-03-03 19:00:00,tea,5
294,2021-03-03 19:00:00,toilet paper,3
295,2021-03-03 19:00:00,chicken,8
296,2021-03-03 20:00:00,hand soap,30
297,2021-03-03 20:00:00,shaving cream,16
298,2021-03-03 20:00:00,shampoo,5
299,2021-03-03 20:00:00,loaves,5
300,2021-03-03 20:00:00,loaves,5
301,2021-03-03 21:00:00,ketchup,23
302,2021-03-03 21:00:00,tea,4
303,2021-03-03 21:00:00,paper towels,18
304,2021-03-03 22:00:00,soda,16
305,2021-03-03 22:00:00,ketchup,19
306,2021-03-03 23:00:00,chicken,12
307,2021-03-03 23:00:00,tea,6
308,2021-03-03 23:00:00,all purpose,3
309,2021-03-03 23:00:00,ketchup,28
310,2021-03-04 08:00:00,beans,13
311,2021-03-04 08:00:00,buns,26
312,2021-03-04 08:00:00,hand soap,4
313,2021-03-04 09:00:00,apples,1
314,2021-03-04 09:00:00,bananas,11
315,2021-03-04 09:00:00,coffee,23
316,2021-03-04 09:00:00,toilet paper,27
317,2021-03-04 10:00:00,toilet paper,7
318,2021-03-04 10:00:00,beef,12
319,2021-03-04 10:00:00,bananas,15
320,2021-03-04 10:00:00,toilet paper,3
321,2021-03-04 10:00:00,cupcakes,7
322,2021-03-04 10:00:00,pork,23
323,2021-03-04 10:00:00,all purpose,7
324,2021-03-04 11:00:00,oranges,15
325,2021-03-04 11:00:00,paper towels,6
326,2021-03-04 11:00:00,beans,4
327,2021-03-04 11:00:00,laundry detergent,5
328,2021-03-04 11:00:00,tea,3
329,2021-03-04 11:00:00,pork,9
330,2021-03-04 11:00:00,cookies,3
331,2021-03-04 11:00:00,bananas,7
332,2021-03-04 11:00:00,beans,13
333,2021-03-04 11:00:00,ketchup,1
334,2021-03-04 12:00:00,bananas,24
335,2021-03-04 12:00:00,soda,12
336,2021-03-04 12:00:00,soda,18
337,2021-03-04 12:00:00,ketchup,7
338,2021-03-04 12:00:00,tilapia,7
339,2021-03-04 12:00:00,shaving cream,18
340,2021-03-04 12:00:00,cupcakes,2
341,2021-03-04 13:00:00,hand soap,13
342,2021-03-04 13:00:00,dish soap,18
343,2021-03-04 13:00:00,ketchup,10
344,2021-03-04 13:00:00,tilapia,11
345,2021-03-04 13:00:00,laundry detergent,10
346,2021-03-04 13:00:00,bananas,28
347,2021-03-04 13:00:00,hand soap,29
348,2021-03-04 14:00:00,laundry detergent,17
349,2021-03-04 14:00:00,loaves,8
350,2021-03-04 14:00:00,soda,29
351,2021-03-04 14:00:00,buns,14
352,2021-03-04 15:00:00,tilapia,4
353,2021-03-04 15:00:00,tea,6
354,2021-03-04 15:00:00,beef,13
355,2021-03-04 16:00:00,beef,3
356,2021-03-04 16:00:00,shaving cream,19
357,2021-03-04 16:00:00,apples,19
358,2021-03-04 16:00:00,apples,20
359,2021-03-04 17:00:00,coffee,23
360,2021-03-04 17:00:00,laundry detergent,18
361,2021-03-04 17:00:00,chicken,18
362,2021-03-04 17:00:00,beef,5
363,2021-03-04 17:00:00,tilapia,3
364,2021-03-04 17:00:00,hand soap,28
365,2021-03-04 17:00:00,soda,22
366,2021-03-04 17:00:00,soda,23
367,2021-03-04 17:00:00,coffee,18
368,2021-03-04 17:00:00,shampoo,19
369,2021-03-04 17:00:00,pork,29
370,2021-03-04 17:00:00,shaving cream,27
371,2021-03-04 17:00:00,shampoo,4
372,2021-03-04 17:00:00,tilapia,7
373,2021-03-04 18:00:00,hand soap,28
374,2021-03-04 18:00:00,shaving cream,14
375,2021-03-04 18:00:00,laundry detergent,17
376,2021-03-04 18:00:00,coffee,13
377,2021-03-04 18:00:00,oranges,30
378,2021-03-04 18:00:00,all purpose,3
379,2021-03-04 18:00:00,tea,1
380,2021-03-04 18:00:00,apples,23
381,2021-03-04 18:00:00,laundry detergent,23
382,2021-03-04 18:00:00,buns,7
383,2021-03-04 18:00:00,laundry detergent,20
384,2021-03-04 18:00:00,chicken,30
385,2021-03-04 18:00:00,hand soap,4
386,2021-03-04 18:00:00,coffee,4
387,2021-03-04 18:00:00,coffee,20
388,2021-03-04 18:00:00,cookies,2
389,2021-03-04 19:00:00,soda,8
390,2021-03-04 19:00:00,oranges,13
391,2021-03-04 19:00:00,apples,15
392,2021-03-04 19:00:00,bananas,11
393,2021-03-04 20:00:00,tilapia,1
394,2021-03-04 20:00:00,dish soap,11
395,2021-03-04 20:00:00,tilapia,3
396,2021-03-04 20:00:00,laundry detergent,17
397,2021-03-04 21:00:00,hand soap,13
398,2021-03-04 21:00:00,buns,16
399,2021-03-04 21:00:00,tea,1
400,2021-03-04 21:00:00,cupcakes,2
401,2021-03-04 21:00:00,oranges,27
402,2021-03-04 22:00:00,laundry detergent,17
403,2021-03-04 23:00:00,dish soap,5
404,2021-03-05 08:00:00,beef,26
405,2021-03-05 08:00:00,buns,3
406,2021-03-05 08:00:00,soda,25
407,2021-03-05 09:00:00,toilet paper,19
408,2021-03-05 09:00:00,beans,9
409,2021-03-05 10:00:00,beef,8
410,2021-03-05 10:00:00,cookies,2
411,2021-03-05 10:00:00,loaves,4
412,2021-03-05 10:00:00,dish soap,15
413,2021-03-05 10:00:00,hand soap,22
414,2021-03-05 10:00:00,shampoo,1
415,2021-03-05 10:00:00,buns,2
416,2021-03-05 10:00:00,laundry detergent,4
417,2021-03-05 11:00:00,cupcakes,5
418,2021-03-05 11:00:00,laundry detergent,2
419,2021-03-05 11:00:00,all purpose,2
420,2021-03-05 11:00:00,ketchup,29
421,2021-03-05 11:00:00,beans,8
422,2021-03-05 11:00:00,pork,25
423,2021-03-05 11:00:00,cookies,2
424,2021-03-05 11:00:00,paper towels,6
425,2021-03-05 11:00:00,cookies,1
426,2021-03-05 12:00:00,cookies,4
427,2021-03-05 12:00:00,bananas,22
428,2021-03-05 12:00:00,paper towels,17
429,2021-03-05 12:00:00,tilapia,10
430,2021-03-05 12:00:00,cookies,4
431,2021-03-05 12:00:00,paper towels,12
432,2021-03-05 12:00:00,beans,8
433,2021-03-05 12:00:00,cookies,4
434,2021-03-05 12:00:00,cupcakes,13
435,2021-03-05 12:00:00,apples,28
436,2021-03-05 12:00:00,cupcakes,2
437,2021-03-05 13:00:00,buns,14
438,2021-03-05 13:00:00,hand soap,9
439,2021-03-05 13:00:00,laundry detergent,25
440,2021-03-05 13:00:00,cookies,4
441,2021-03-05 13:00:00,apples,20
442,2021-03-05 13:00:00,shampoo,10
443,2021-03-05 13:00:00,dish soap,29
444,2021-03-05 13:00:00,all purpose,4
445,2021-03-05 13:00:00,paper towels,3
446,2021-03-05 13:00:00,chicken,1
447,2021-03-05 13:00:00,oranges,6
448,2021-03-05 13:00:00,tilapia,11
449,2021-03-05 13:00:00,soda,11
450,2021-03-05 13:00:00,oranges,20
451,2021-03-05 14:00:00,buns,26
452,2021-03-05 14:00:00,shampoo,12
453,2021-03-05 14:00:00,all purpose,8
454,2021-03-05 14:00:00,shaving cream,17
455,2021-03-05 14:00:00,dish soap,9
456,2021-03-05 14:00:00,bananas,3
457,2021-03-05 14:00:00,all purpose,5
458,2021-03-05 14:00:00,cupcakes,7
459,2021-03-05 14:00:00,tea,5
460,2021-03-05 14:00:00,oranges,1
461,2021-03-05 14:00:00,laundry detergent,6
462,2021-03-05 14:00:00,loaves,4
463,2021-03-05 15:00:00,beef,22
464,2021-03-05 15:00:00,loaves,10
465,2021-03-05 15:00:00,cookies,2
466,2021-03-05 15:00:00,dish soap,28
467,2021-03-05 16:00:00,buns,8
468,2021-03-05 16:00:00,beans,5
469,2021-03-05 16:00:00,tea,1
470,2021-03-05 16:00:00,paper towels,19
471,2021-03-05 16:00:00,hand soap,17
472,2021-03-05 16:00:00,loaves,4
473,2021-03-05 16:00:00,paper towels,18
474,2021-03-05 16:00:00,toilet paper,13
475,2021-03-05 17:00:00,buns,13
476,2021-03-05 17:00:00,beans,5
477,2021-03-05 17:00:00,shaving cream,20
478,2021-03-05 17:00:00,buns,9
479,2021-03-05 17:00:00,hand soap,11
480,2021-03-05 17:00:00,chicken,5
481,2021-03-05 17:00:00,pork,21
482,2021-03-05 17:00:00,paper towels,6
483,2021-03-05 18:00:00,bananas,15
484,2021-03-05 18:00:00,all purpose,24
485,2021-03-05 18:00:00,soda,29
486,2021-03-05 18:00:00,beef,18
487,2021-03-05 18:00:00,cupcakes,12
488,2021-03-05 18:00:00,dish soap,9
489,2021-03-05 18:00:00,bananas,11
490,2021-03-05 18:00:00,oranges,5
491,2021-03-05 18:00:00,toilet paper,20
492,2021-03-05 18:00:00,coffee,28
493,2021-03-05 18:00:00,coffee,6
494,2021-03-05 18:00:00,buns,13
495,2021-03-05 18:00:00,ketchup,19
496,2021-03-05 18:00:00,beans,2
497,2021-03-05 19:00:00,pork,24
498,2021-03-05 19:00:00,all purpose,4
499,2021-03-05 20:00:00,beans,11
500,2021-03-05 20:00:00,soda,5
501,2021-03-05 21:00:00,beans,7
502,2021-03-05 21:00:00,toilet paper,13
503,2021-03-05 21:00:00,bananas,9
504,2021-03-05 21:00:00,loaves,1
505,2021-03-05 21:00:00,loaves,4
506,2021-03-05 22:00:00,buns,13
507,2021-03-06 08:00:00,beans,6
508,2021-03-06 09:00:00,hand soap,24
509,2021-03-06 09:00:00,oranges,26
510,2021-03-06 09:00:00,tea,4
511,2021-03-06 09:00:00,hand soap,5
512,2021-03-06 09:00:00,chicken,27
513,2021-03-06 10:00:00,oranges,24
514,2021-03-06 10:00:00,dish soap,26
515,2021-03-06 10:00:00,shaving cream,30
516,2021-03-06 10:00:00,pork,8
517,2021-03-06 10:00:00,tilapia,8
518,2021-03-06 11:00:00,loaves,3
519,2021-03-06 11:00:00,pork,18
520,2021-03-06 11:00:00,coffee,16
521,2021-03-06 11:00:00,cupcakes,6
522,2021-03-06 11:00:00,oranges,10
523,2021-03-06 11:00:00,bananas,4
524,2021-03-06 11:00:00,tilapia,10
525,2021-03-06 12:00:00,shampoo,19
526,2021-03-06 12:00:00,coffee,22
527,2021-03-06 12:00:00,shaving cream,7
528,2021-03-06 12:00:00,cupcakes,11
529,2021-03-06 12:00:00,coffee,28
530,2021-03-06 12:00:00,oranges,13
531,2021-03-06 12:00:00,bananas,27
532,2021-03-06 12:00:00,shampoo,7
533,2021-03-06 12:00:00,loaves,1
534,2021-03-06 12:00:00,paper towels,15
535,2021-03-06 12:00:00,dish soap,2
536,2021-03-06 12:00:00,beef,27
537,2021-03-06 13:00:00,dish soap,15
538,2021-03-06 13:00:00,paper towels,19
539,2021-03-06 13:00:00,tilapia,7
540,2021-03-06 13:00:00,coffee,9
541,2021-03-06 13:00:00,laundry detergent,3
542,2021-03-06 13:00:00,paper towels,7
543,2021-03-06 13:00:00,cupcakes,13
544,2021-03-06 13:00:00,paper towels,12
545,2021-03-06 14:00:00,pork,30
546,2021-03-06 14:00:00,cookies,4
547,2021-03-06 14:00:00,all purpose,6
548,2021-03-06 15:00:00,cookies,3
549,2021-03-06 15:00:00,paper towels,1
550,2021-03-06 15:00:00,hand soap,23
551,2021-03-06 15:00:00,bananas,3
552,2021-03-06 16:00:00,cookies,2
553,2021-03-06 16:00:00,beef,11
554,2021-03-06 16:00:00,dish soap,22
555,2021-03-06 16:00:00,ketchup,14
556,2021-03-06 16:00:00,beans,6
557,2021-03-06 16:00:00,all purpose,9
558,2021-03-06 16:00:00,apples,20
559,2021-03-06 16:00:00,oranges,28
560,2021-03-06 16:00:00,soda,7
561,2021-03-06 17:00:00,shaving cream,15
562,2021-03-06 17:00:00,beef,14
563,2021-03-06 17:00:00,chicken,12
564,2021-03-06 17:00:00,paper towels,18
565,2021-03-06 17:00:00,laundry detergent,8
566,2021-03-06 17:00:00,paper towels,16
567,2021-03-06 17:00:00,paper towels,9
568,2021-03-06 17:00:00,all purpose,3
569,2021-03-06 17:00:00,laundry detergent,7
570,2021-03-06 17:00:00,beef,18
571,2021-03-06 17:00:00,all purpose,27
572,2021-03-06 17:00:00,cupcakes,6
573,2021-03-06 17:00:00,oranges,15
574,2021-03-06 17:00:00,tea,5
575,2021-03-06 17:00:00,paper towels,4
576,2021-03-06 18:00:00,laundry detergent,20
577,2021-03-06 18:00:00,soda,5
578,2021-03-06 18:00:00,ketchup,14
579,2021-03-06 18:00:00,beans,12
580,2021-03-06 18:00:00,loaves,4
581,2021-03-06 18:00:00,coffee,6
582,2021-03-06 18:00:00,bananas,21
583,2021-03-06 18:00:00,tilapia,9
584,2021-03-06 18:00:00,oranges,23
585,2021-03-06 18:00:00,paper towels,9
586,2021-03-06 18:00:00,shampoo,5
587,2021-03-06 18:00:00,soda,13
588,2021-03-06 19:00:00,coffee,5
589,2021-03-06 19:00:00,chicken,9
590,2021-03-06 19:00:00,paper towels,6
591,2021-03-06 19:00:00,soda,7
592,2021-03-06 19:00:00,all purpose,7
593,2021-03-06 19:00:00,paper towels,9
594,2021-03-06 19:00:00,toilet paper,10
595,2021-03-06 20:00:00,paper towels,8
596,2021-03-06 20:00:00,oranges,20
597,2021-03-06 20:00:00,oranges,30
598,2021-03-06 20:00:00,shaving cream,28
599,2021-03-06 20:00:00,apples,4
600,2021-03-06 20:00:00,oranges,28
601,2021-03-06 20:00:00,beans,5
602,2021-03-06 20:00:00,ketchup,25
603,2021-03-06 21:00:00,soda,28
604,2021-03-06 21:00:00,soda,8
605,2021-03-06 21:00:00,all purpose,18
606,2021-03-06 21:00:00,dish soap,22
607,2021-03-06 21:00:00,dish soap,7
608,2021-03-06 21:00:00,cupcakes,11
609,2021-03-06 22:00:00,tilapia,10
610,2021-03-06 22:00:00,bananas,30
611,2021-03-06 22:00:00,bananas,24
612,2021-03-06 22:00:00,cupcakes,5
613,2021-03-06 22:00:00,cupcakes,7
614,2021-03-06 23:00:00,pork,4
615,2021-03-06 23:00:00,tea,6
616,2021-03-06 23:00:00,tea,2
617,2021-03-07 07:00:00,shampoo,19
618,2021-03-07 07:00:00,bananas,4
619,2021-03-07 08:00:00,apples,28
620,2021-03-07 08:00:00,beans,3
621,2021-03-07 09:00:00,beef,28
622,2021-03-07 09:00:00,soda,1
623,2021-03-07 09:00:00,shaving cream,23
624,2021-03-07 09:00:00,pork,22
625,2021-03-07 10:00:00,tea,1
626,2021-03-07 10:00:00,loaves,9
627,2021-03-07 10:00:00,coffee,6
628,2021-03-07 10:00:00,coffee,26
629,2021-03-07 10:00:00,oranges,23
630,2021-03-07 10:00:00,soda,20
631,2021-03-07 11:00:00,dish soap,28
632,2021-03-07 11:00:00,loaves,3
633,2021-03-07 11:00:00,tilapia,13
634,2021-03-07 11:00:00,paper towels,12
635,2021-03-07 12:00:00,laundry detergent,13
636,2021-03-07 12:00:00,loaves,3
637,2021-03-07 12:00:00,hand soap,25
638,2021-03-07 12:00:00,all purpose,22
639,2021-03-07 12:00:00,shampoo,18
640,2021-03-07 12:00:00,paper towels,8
641,2021-03-07 12:00:00,paper towels,4
642,2021-03-07 12:00:00,cookies,3
643,2021-03-07 12:00:00,loaves,7
644,2021-03-07 12:00:00,shampoo,6
645,2021-03-07 12:00:00,ketchup,11
646,2021-03-07 13:00:00,tilapia,7
647,2021-03-07 13:00:00,ketchup,15
648,2021-03-07 13:00:00,coffee,18
649,2021-03-07 13:00:00,loaves,2
650,2021-03-07 13:00:00,cupcakes,1
651,2021-03-07 13:00:00,toilet paper,13
652,2021-03-07 13:00:00,oranges,30
